"","Periodo","tipo_despesa","valor_variacao","valor_diferenca","valor_acumulado","participacao"
"64",2013-07-01,"obrigatoria",1.3091587203989,NA,757982.712982054,86.6830917376035
"65",2013-08-01,"discricionaria",0.904949356819496,NA,116091.72747358,13.1675026738786
"66",2013-08-01,"obrigatoria",1.32224871016588,NA,765561.615220479,86.8324973261214
"67",2013-09-01,"discricionaria",0.920104232960236,NA,118035.875770464,13.155570702014
"68",2013-09-01,"obrigatoria",1.34579621081085,NA,779195.255011216,86.844429297986
"69",2013-10-01,"discricionaria",0.93042930142492,NA,119360.430592582,13.1130731904668
"70",2013-10-01,"obrigatoria",1.36597682148989,NA,790879.517426296,86.8869268095332
"71",2013-11-01,"discricionaria",0.941940249844045,NA,120837.116416784,13.1551076815389
"72",2013-11-01,"obrigatoria",1.37779063541984,NA,797719.533532642,86.8448923184611
"73",2013-12-01,"discricionaria",0.957301718830018,15031.0810104691,122807.767545131,13.2775326451205
"74",2013-12-01,"obrigatoria",1.38539331054807,93991.0363915996,802121.365205015,86.7224673548795
"75",2014-01-01,"discricionaria",0.968228462340347,NA,124209.508449432,13.1920546155929
"76",2014-01-01,"obrigatoria",1.41167551363008,NA,817338.355539982,86.8079453844071
"77",2014-02-01,"discricionaria",0.990366783191582,NA,127049.530260174,13.3696179391285
"78",2014-02-01,"obrigatoria",1.42186151244836,NA,823235.891796214,86.6303820608715
"79",2014-03-01,"discricionaria",1.00686907385308,NA,129166.532074395,13.4648278817136
"80",2014-03-01,"obrigatoria",1.43375470837574,NA,830121.868855066,86.5351721182864
"81",2014-04-01,"discricionaria",1.00014070273567,NA,128303.380760769,13.4259398094701
"82",2014-04-01,"obrigatoria",1.42894065291315,NA,827334.604970918,86.5740601905299
"83",2014-05-01,"discricionaria",1.03221762300958,NA,132418.379084783,13.6569110554663
"84",2014-05-01,"obrigatoria",1.4459603027868,NA,837188.719819045,86.3430889445337
"85",2014-06-01,"discricionaria",1.02821377473,NA,131904.74408431,13.5152010156035
"86",2014-06-01,"obrigatoria",1.45784277382316,NA,844068.487331366,86.4847989843964
"87",2014-07-01,"discricionaria",1.03757337355158,NA,133105.443314017,13.5215084102948
"88",2014-07-01,"obrigatoria",1.47031971762015,NA,851292.445405818,86.4784915897052
"89",2014-08-01,"discricionaria",1.08730985038386,NA,139485.903690498,13.8907135418367
"90",2014-08-01,"obrigatoria",1.49344336464124,NA,864680.680483797,86.1092864581633
"91",2014-09-01,"discricionaria",1.13150629685362,NA,145155.659440036,14.2642909271916
"92",2014-09-01,"obrigatoria",1.50687952267518,NA,872460.008811163,85.7357090728084
"93",2014-10-01,"discricionaria",1.14113442231584,NA,146390.806698629,14.3015925912294
"94",2014-10-01,"obrigatoria",1.51507856887453,NA,877207.130138177,85.6984074087706
"95",2014-11-01,"discricionaria",1.14412740446108,NA,146774.762402802,14.1847255572268
"96",2014-11-01,"obrigatoria",1.53365631122003,NA,887963.356503023,85.8152744427732
"97",2014-12-01,"discricionaria",1.13350868474565,22604.7688877515,145412.536432882,13.8951960103206
"98",2014-12-01,"obrigatoria",1.5563151921018,98961.1339476225,901082.499152637,86.1048039896794
"99",2015-01-01,"discricionaria",1.09438560758213,NA,140393.619542375,13.3842662202343
"100",2015-01-01,"obrigatoria",1.56921552232692,NA,908551.591440713,86.6157337797657
"101",2015-02-01,"discricionaria",1.08586100256792,NA,139300.037769348,13.1828520584557
"102",2015-02-01,"obrigatoria",1.58445668946915,NA,917375.99221006,86.8171479415443
"103",2015-03-01,"discricionaria",1.07205499684064,NA,137528.929759478,12.9613594139887
"104",2015-03-01,"obrigatoria",1.59510255651283,NA,923539.785078012,87.0386405860113
"105",2015-04-01,"discricionaria",1.05882574287559,NA,135831.810540137,12.6762739165568
"106",2015-04-01,"obrigatoria",1.61612569455608,NA,935711.857845908,87.3237260834431
"107",2015-05-01,"discricionaria",1.02784017443621,NA,131856.816647085,12.2589006847469
"108",2015-05-01,"obrigatoria",1.62999823201947,NA,943743.843134326,87.7410993152531
"109",2015-06-01,"discricionaria",1.03271324303518,NA,132481.959863652,12.214726696252
"110",2015-06-01,"obrigatoria",1.64447644684833,NA,952126.506278309,87.785273303748
"111",2015-07-01,"discricionaria",1.01646011278146,NA,130396.921674731,11.9361616300918
"112",2015-07-01,"obrigatoria",1.66162592952931,NA,962055.792319964,88.0638383699082
"113",2015-08-01,"discricionaria",0.989343672672426,NA,126918.280188918,11.7096085354183
"114",2015-08-01,"obrigatoria",1.6528302266539,NA,956963.215977462,88.2903914645817
"115",2015-09-01,"discricionaria",0.960433702399262,NA,123209.555092945,11.462214385576
"116",2015-09-01,"obrigatoria",1.64375663942102,NA,951709.748876727,88.537785614424
"117",2015-10-01,"discricionaria",0.934479038946563,NA,119879.952509648,11.0266402573315
"118",2015-10-01,"obrigatoria",1.67069182899826,NA,967304.808323923,88.9733597426685
"119",2015-11-01,"discricionaria",0.924000819788811,NA,118535.750700228,10.8524923422923
"120",2015-11-01,"obrigatoria",1.68175247031888,NA,973708.749102755,89.1475076577077
"121",2015-12-01,"discricionaria",0.985965023159625,-18927.6874139108,126484.849018972,10.8620818013183
"122",2015-12-01,"obrigatoria",1.79275493451391,136894.965154191,1037977.46430683,89.1379181986817
"123",2016-01-01,"discricionaria",0.976873448673092,NA,125318.533379712,10.6345918512125
"124",2016-01-01,"obrigatoria",1.81885015830472,NA,1053086.19651525,89.3654081487875
"125",2016-02-01,"discricionaria",0.989850567690264,NA,126983.307383894,10.6380002390567
"126",2016-02-01,"obrigatoria",1.84235161599091,NA,1066693.1781428,89.3619997609433
"127",2016-03-01,"discricionaria",0.996864408136268,NA,127883.080224732,10.6157432042857
"128",2016-03-01,"obrigatoria",1.85975921519086,NA,1076771.909669,89.3842567957143
"129",2016-04-01,"discricionaria",1.01710243277138,NA,130479.32190703,10.8047375970265
"130",2016-04-01,"obrigatoria",1.86038254626039,NA,1077132.80874702,89.1952624029735
"131",2016-05-01,"discricionaria",1.0135165354023,NA,130019.303877311,10.7019906726946
"132",2016-05-01,"obrigatoria",1.87377762142108,NA,1084888.35072424,89.2980093273054
"133",2016-06-01,"discricionaria",1.00580190957143,NA,129029.630551651,10.5916994111149
"134",2016-06-01,"obrigatoria",1.88119860836507,NA,1089184.98773941,89.4083005888851
"135",2016-07-01,"discricionaria",0.999950543647817,NA,128278.986139305,10.4264163708896
"136",2016-07-01,"obrigatoria",1.90341464418481,NA,1102047.72992642,89.5735836291104
"137",2016-08-01,"discricionaria",0.988280829242209,NA,126781.932968029,10.2182017189031
"138",2016-08-01,"obrigatoria",1.92399615077728,NA,1113964.10489389,89.7817982810969
"139",2016-09-01,"discricionaria",0.975794327713164,NA,125180.097990542,9.95965340117102
"140",2016-09-01,"obrigatoria",1.95461497685547,NA,1131691.93307656,90.040346598829
"141",2016-10-01,"discricionaria",0.968442737660577,NA,124236.996829741,9.96313776354806
"142",2016-10-01,"obrigatoria",1.9391355249575,NA,1122729.56910779,90.036862236452
"143",2016-11-01,"discricionaria",0.999009536715898,NA,128158.268753887,10.1418944244275
"144",2016-11-01,"obrigatoria",1.96118158697098,NA,1135493.89908182,89.8581055755725
"145",2016-12-01,"discricionaria",1.10201825886354,14887.9277168801,141372.776735852,11.3153151488707
"146",2016-12-01,"obrigatoria",1.91373043170485,70042.9475328993,1108020.41183973,88.6846848511293
"147",2017-01-01,"discricionaria",1.0488556381201,NA,134552.792354825,10.843687362108
"148",2017-01-01,"obrigatoria",1.91073662252693,NA,1106287.04248774,89.156312637892
"149",2017-02-01,"discricionaria",1.02950744232916,NA,132070.702660038,10.6225602479157
"150",2017-02-01,"obrigatoria",1.91927938007074,NA,1111233.16738345,89.3774397520843
"151",2017-03-01,"discricionaria",1.02470186237926,NA,131454.217247132,10.5214988619043
"152",2017-03-01,"obrigatoria",1.93085034237168,NA,1117932.57614117,89.4785011380957
"153",2017-04-01,"discricionaria",0.986127754734003,NA,126505.7250928,10.1185708703809
"154",2017-04-01,"obrigatoria",1.94085894513978,NA,1123727.40281964,89.8814291296191
"155",2017-05-01,"discricionaria",0.994530189110753,NA,127583.634165202,10.0930773649236
"156",2017-05-01,"obrigatoria",1.96289695454983,NA,1136487.07046045,89.9069226350764
"157",2017-06-01,"discricionaria",0.988038618989505,NA,126750.860945671,9.92523570853379
"158",2017-06-01,"obrigatoria",1.986763738629,NA,1150305.5704365,90.0747642914662
"159",2017-07-01,"discricionaria",0.975348909808563,NA,125122.957407366,9.81136838503708
"160",2017-07-01,"obrigatoria",1.98651668953847,NA,1150162.53282238,90.1886316149629
"161",2017-08-01,"discricionaria",0.975445727309942,NA,125135.377672545,9.76374168430131
"162",2017-08-01,"obrigatoria",1.99745916028257,NA,1156498.05465949,90.2362583156987
"163",2017-09-01,"discricionaria",0.971393663529404,NA,124615.557330588,9.67384377927968
"164",2017-09-01,"obrigatoria",2.00964675345027,NA,1163554.48318113,90.3261562207203
"165",2017-10-01,"discricionaria",0.968181824892216,NA,124203.525548977,9.58973999251591
"166",2017-10-01,"obrigatoria",2.02245008351282,NA,1170967.41387075,90.4102600074841
"167",2017-11-01,"discricionaria",0.938202943141832,NA,120357.674790698,9.34798564935898
"168",2017-11-01,"obrigatoria",2.01588713267659,NA,1167167.56653176,90.652014350641
"169",2017-12-01,"discricionaria",0.907412659296902,-24965.0436894326,116407.733046419,9.10140941835992
"170",2017-12-01,"obrigatoria",2.00799825919899,54579.6185883151,1162600.03042804,90.8985905816401
"171",2018-01-01,"discricionaria",0.911638820745133,NA,116949.887565244,9.11124339196436
"172",2018-01-01,"obrigatoria",2.01495487477347,NA,1166627.80358049,90.8887566080356
"173",2018-02-01,"discricionaria",0.903111028674005,NA,115855.896939567,9.01096425519952
"174",2018-02-01,"obrigatoria",2.02054692766396,NA,1169865.51597932,90.9890357448005
"175",2018-03-01,"discricionaria",0.920130924628748,NA,118039.299919985,9.07219905677981
"176",2018-03-01,"obrigatoria",2.04335462112866,NA,1183070.81881988,90.9278009432202
"177",2018-04-01,"discricionaria",0.94324262876272,NA,121004.192527016,9.18471680327584
"178",2018-04-01,"obrigatoria",2.06645804094206,NA,1196447.3426565,90.8152831967241
"179",2018-05-01,"discricionaria",0.939099942504201,NA,120472.746650505,9.17787855672234
"180",2018-05-01,"obrigatoria",2.05907018048921,NA,1192169.8853689,90.8221214432777
"181",2018-06-01,"discricionaria",0.978669450454668,NA,125548.934062134,9.57325069349034
"182",2018-06-01,"obrigatoria",2.04825261909057,NA,1185906.68411682,90.4267493065097
"183",2018-07-01,"discricionaria",0.991288462430139,NA,127167.768186058,9.66213931752665
"184",2018-07-01,"obrigatoria",2.05355603490523,NA,1188977.28009928,90.3378606824733
"185",2018-08-01,"discricionaria",0.995425834721048,NA,127698.532358477,9.62534395093339
"186",2018-08-01,"obrigatoria",2.07085317355157,NA,1198992.05666815,90.3746560490666
"187",2018-09-01,"discricionaria",1.00539460893378,NA,128977.37985467,9.67002467685343
"188",2018-09-01,"obrigatoria",2.08089832832748,NA,1204808.04639554,90.3299753231466
"189",2018-10-01,"discricionaria",1.02535710134731,NA,131538.274794812,9.80933814602291
"190",2018-10-01,"obrigatoria",2.08884883246555,NA,1209411.26570138,90.1906618539771
"191",2018-11-01,"discricionaria",1.04592713750186,NA,134177.108684666,9.93036570397738
"192",2018-11-01,"obrigatoria",2.10196068217038,NA,1217002.82450676,90.0696342960226
"193",2018-12-01,"discricionaria",1.00426378830948,12424.5791105405,128832.31215696,9.53073214651951
"194",2018-12-01,"obrigatoria",2.11218821239383,60324.3763781623,1222924.40680621,90.4692678534805
"195",2019-01-01,"discricionaria",1.00112609193131,NA,128429.791739564,9.49072714222799
"196",2019-01-01,"obrigatoria",2.11539935930211,NA,1224783.61135291,90.509272857772
"197",2019-02-01,"discricionaria",1.00911663093786,NA,129454.860678202,9.52338030615575
"198",2019-02-01,"obrigatoria",2.12420585894514,NA,1229882.43885739,90.4766196938442
"199",2019-03-01,"discricionaria",0.978061665590406,NA,125470.96417985,9.22094800913354
"200",2019-03-01,"obrigatoria",2.13346885392668,NA,1235245.57012409,90.7790519908665
"201",2019-04-01,"discricionaria",0.967716967569219,NA,124143.891173585,9.08262777035918
"202",2019-04-01,"obrigatoria",2.1463162548125,NA,1242684.01714084,90.9173722296408
"203",2019-05-01,"discricionaria",0.966711077696563,NA,124014.85025866,9.05185826999845
"204",2019-05-01,"obrigatoria",2.15210164649614,NA,1246033.66971978,90.9481417300016
"205",2019-06-01,"discricionaria",0.918317252916376,NA,117806.632444648,8.60511458410409
"206",2019-06-01,"obrigatoria",2.16106574127452,NA,1251223.74237764,91.3948854158959
"207",2019-07-01,"discricionaria",0.931250727080852,NA,119465.807454469,8.68664350600358
"208",2019-07-01,"obrigatoria",2.16899690795532,NA,1255815.76559389,91.3133564939964
"209",2019-08-01,"discricionaria",0.92471458300201,NA,118627.316050049,8.63304217976025
"210",2019-08-01,"obrigatoria",2.16841802401516,NA,1255480.60071845,91.3669578202398
